,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,17.46,26.81,24.26,49.44,73.89,35.57,35.19,27.49,25.53,17.82,22.24,22.88,27.99
Expenses,14.0,20.8,18.02,19.54,28.27,22.55,22.59,21.18,20.5,15.61,18.94,20.24,23.82
Operating Profit,3.46,6.01,6.24,29.9,45.62,13.02,12.6,6.31,5.03,2.21,3.3,2.64,4.17
OPM %,19.82,22.42,25.72,60.48,61.74,36.6,35.81,22.95,19.7,12.4,14.84,11.54,14.9
Other Income,-0.12,0.7,-0.5,0.47,-3.2,0.58,-2.27,0.95,0.98,-5.95,0.02,0.38,-0.18
Interest,6.6,6.59,6.37,6.93,5.57,4.64,2.99,2.91,3.03,3.08,2.85,1.35,1.19
Depreciation,2.11,2.12,2.02,2.13,3.52,2.24,9.46,3.59,3.62,3.47,3.47,3.47,3.59
Profit before tax,-5.37,-2.0,-2.65,21.31,33.33,6.72,-2.12,0.76,-0.64,-10.29,-3.0,-1.8,-0.79
Tax %,-6.7,7.0,159.25,8.59,16.98,6.55,-607.08,6.58,46.88,-2.24,0.0,-7.22,22.78
Net Profit,-5.75,-2.27,1.14,19.55,28.43,6.09,-15.07,0.6,-0.38,-10.42,-3.01,-1.85,-0.49
EPS in Rs,-2.0,-0.79,0.4,6.81,9.91,2.12,-5.25,0.21,-0.13,-3.63,-0.98,-0.56,-0.15
