,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,2.51,7.35,16.21,14.91
Expenses,0.77,0.78,1.77,0.72,0.78,4.10,0.74,0.64,0.64,5.45,7.89,14.91,12.98
Operating Profit,-0.77,-0.78,-1.77,-0.72,-0.78,-4.19,-0.74,-0.64,-0.64,-2.94,-0.54,1.3,1.93
OPM %,,,,,,,,,,-117.13,-7.35,8.02,12.94
Other Income,3.64,0.57,4.43,2.92,0.00,-5.13,0.08,0.00,4.39,1.58,1.75,1.79,1.76
Interest,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.14,0.25,2.70
Depreciation,3.01,3.01,2.77,2.75,2.75,2.16,0.67,0.67,0.17,1.92,1.0,0.79,1.28
Profit before tax,-0.14,-3.22,-0.12,-0.55,-3.53,-11.48,-1.33,-1.31,3.58,-3.51,0.07,2.05,-0.29
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.27,-714.29,26.83,
Net Profit,-0.14,-3.22,-0.11,-0.55,-3.52,-11.48,-1.32,-1.31,3.58,-3.29,0.58,1.5,-0.84
EPS in Rs,-0.03,-0.63,-0.01,-0.04,-0.23,-0.75,-0.09,-0.09,0.23,-0.11,0.02,0.05,-0.03
