,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,1.03,1.12,0.52,1.69,2.29,2.85,4.29,4.15,4.23,3.54,3.35,3.79
Expenses,0.05,1.72,1.93,1.21,1.8,1.7,3.2,3.72,3.94,3.71,3.61,2.62,3.04
Operating Profit,-0.05,-0.69,-0.81,-0.69,-0.11,0.59,-0.35,0.57,0.21,0.52,-0.07,0.73,0.75
OPM %,,-66.99,-72.32,-132.69,-6.51,25.76,-12.28,13.29,5.06,12.29,-1.98,21.79,19.79
Other Income,0.00,0.36,0.4,0.39,0.45,0.43,0.48,0.45,0.47,0.44,0.44,0.45,0.43
Interest,0.00,0.0,0.23,0.04,0.0,0.0,0.12,0.02,0.03,0.04,0.1,1.28,1.28
Depreciation,0.00,0.48,0.48,0.48,0.48,0.48,-0.44,0.3,0.3,0.3,-0.1,0.57,0.51
Profit before tax,-0.05,-0.81,-1.12,-0.82,-0.14,0.54,0.45,0.7,0.35,0.62,0.37,-0.67,-0.61
Tax %,0.00,0.0,4.46,6.1,50.0,-11.11,-68.89,0.0,0.0,0.0,148.65,0.0,0.0
Net Profit,-0.05,-0.81,-1.06,-0.76,-0.07,0.61,0.76,0.7,0.36,0.62,-0.18,-0.67,-0.61
EPS in Rs,-0.00,-0.05,-0.03,-0.03,-0.0,0.02,0.03,0.02,0.01,0.02,-0.01,-0.02,-0.02
