,2007-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.23,-0.14,0.37,-0.6000000000000001,0.05,-0.77,-0.45,0.71,0.28,-3.79,-4.04
Cash from Investing Activity,0.0,-0.19,-0.03,0.0,-0.35,0.09,-0.01,-0.1,-0.24,-0.21,0.0
Cash from Financing Activity,0.21,0.77,0.09,0.63,0.74,-0.5700000000000001,0.13,-0.54,1.59,3.38,2.74
Net Cash Flow,-0.02,0.44,0.43,0.03,0.44,-1.25,-0.33,0.06,1.62,-0.62,-1.3
