,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.79,0.79,0.79,0.79,5.8100000000000005,5.8100000000000005,9.68,11.2,19.6,19.6,19.6
Reserves,0.48,0.54,1.25,1.42,1.84,4.66,8.9,7.57,9.56,7.21,16.64,19.3
Preference Capital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,
Borrowings,1.2,7.09,6.36,5.18,4.42,0.39,4.84,3.93,7.6,11.05,10.1,11.89
Other Liabilities,0.12,1.45,5.76,2.33,3.08,1.84,2.78,4.28,5.34,14.6,4.94,7.63
Total Liabilities,1.81,9.87,14.16,9.72,10.13,12.7,22.33,25.46,33.7,52.46,51.28,58.42
Fixed Assets,0.0,5.21,5.27,5.08,4.63,4.33,10.05,13.04,13.93,14.46,15.2,17.62
CWIP,0.21,0.04,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.17,1.08
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,1.6,4.62,8.86,4.64,5.5,8.35,12.28,12.42,19.77,38.0,35.91,39.72
Total Assets,1.81,9.87,14.16,9.72,10.13,12.7,22.33,25.46,33.7,52.46,51.28,58.42
