,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,0,7,7,7,7,7,7,7,7
Reserves,3,3,4,4,5,3,4,5,7,6,8,9,10
Borrowings,20,24,26,26,31,30,35,37,41,42,41,47,39
Other Liabilities,6,10,4,21,6,6,2,14,1,11,2,2,2
Total Liabilities,30,38,34,51,42,47,48,62,56,65,57,65,58
Fixed Assets,3,4,4,4,7,7,6,6,6,5,7,6,3
CWIP,0,0,0,0,0,0,0,0,0,0,0,1,1
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,26,34,30,47,35,40,42,56,50,60,50,57,54
Total Assets,30,38,34,51,42,47,48,62,56,65,57,65,58
