,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,30,30,30,30,30,42,43,43,43,43,43,43,43
Reserves,181,231,289,348,441,592,709,857,951,1165,1359,1545,1602
Borrowings,109,165,108,68,10,6,2,10,10,66,66,501,367
Other Liabilities,149,228,252,279,235,294,401,447,437,586,613,626,703
Total Liabilities,469,655,679,725,717,934,1155,1356,1440,1860,2082,2715,2714
Fixed Assets,123,138,166,162,161,169,201,214,268,354,400,447,452
CWIP,11,9,3,1,0,10,7,8,67,20,16,16,19
Investments,0,0,0,0,19,89,84,92,45,42,102,851,904
Other Assets,335,508,509,561,536,666,862,1043,1061,1444,1564,1401,1340
Total Assets,469,655,679,725,717,934,1155,1356,1440,1860,2082,2715,2714
