,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-5,3,5,3
Cash from Investing Activity,,0,-1,-10,-17
Cash from Financing Activity,,3,0,4,15
Net Cash Flow,,-2,1,-1,1
