,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,45.62,0.00,0.00,0.00,0.00
Inventory Days,3.41,0.00,,,
Days Payable,71.64,,,,
Cash Conversion Cycle,-22.6,0.00,0.00,0.00,0.00
Working Capital Days,-2007.5,-1384.48,60.83,1460.00,3285.00
ROCE %,,0.00,2.38,4.04,-0.33
