,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.08,0.29,0.18,0.45,0.9,0.66
Expenses,2.31,0.29,0.12,0.29,1.15,0.84
Operating Profit,-2.23,0.00,0.06,0.16,-0.25,-0.18
OPM %,-2787.5,0.00,33.33,35.56,-27.78,-27.27
Other Income,2.24,0.00,0.0,0.01,0.36,0.30
Interest,0.0,0.00,0.0,0.0,0.0,0.00
Depreciation,0.0,0.00,0.02,0.02,0.14,0.27
Profit before tax,0.01,0.00,0.04,0.15,-0.03,-0.15
Tax %,0.0,,25.0,20.0,0.0,
Net Profit,0.01,0.00,0.03,0.12,-0.03,-0.14
EPS in Rs,0.26,0.00,0.79,0.42,-0.04,-0.18
