,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,0.3,0.81,0.32,0.34
Expenses,0.2,0.81,0.34,0.5
Operating Profit,0.1,0.0,-0.02,-0.16
OPM %,33.33,0.0,-6.25,-47.06
Other Income,0.0,0.04,0.09,0.21
Interest,0.0,0.0,0.0,0.0
Depreciation,0.01,0.01,0.13,0.14
Profit before tax,0.09,0.03,-0.06,-0.09
Tax %,33.33,33.33,16.67,-11.11
Net Profit,0.05,0.02,-0.04,-0.1
EPS in Rs,0.18,0.03,-0.05,-0.13
