,2023-03-01,2023-09-01
Equity Capital,33,33
Reserves,68,73
Borrowings,60,61
Other Liabilities,52,49
Total Liabilities,213,215
Fixed Assets,48,50
CWIP,1,11
Investments,34,20
Other Assets,130,135
Total Assets,213,215
