,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,346.0,494.0,457.0,304.0,447.0,546.0,472.0,494.0,538.0,566.0,531.0,554.0,586.0
Expenses,275.0,329.0,355.0,303.0,346.0,404.0,414.0,427.0,451.0,474.0,456.0,438.0,434.0
Operating Profit,71.0,166.0,101.0,1.0,101.0,142.0,58.0,68.0,88.0,92.0,75.0,116.0,152.0
OPM %,21.0,34.0,22.0,0.0,23.0,26.0,12.0,14.0,16.0,16.0,14.0,21.0,26.0
Other Income,3.0,2.0,17.0,4.0,4.0,4.0,8.0,6.0,10.0,9.0,14.0,19.0,16.0
Interest,7.0,6.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0
Depreciation,29.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,30.0,27.0,29.0
Profit before tax,39.0,133.0,85.0,-28.0,73.0,116.0,33.0,42.0,65.0,67.0,54.0,104.0,133.0
Tax %,26.0,26.0,27.0,21.0,26.0,26.0,27.0,26.0,25.0,28.0,23.0,24.0,25.0
Net Profit,29.0,99.0,62.0,-22.0,54.0,87.0,25.0,31.0,49.0,48.0,41.0,79.0,100.0
EPS in Rs,1.63,5.66,3.54,-1.27,3.07,4.89,1.38,1.75,2.75,2.71,2.31,4.42,5.63
