,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,36.84,31.59,28.72,30.9,30.55,36.45,35.47,29.07,43.27,31.92,36.78,34.91,29.59
Expenses,27.5,23.51,23.27,26.46,25.82,30.47,31.83,27.35,39.23,30.24,34.53,30.29,25.16
Operating Profit,9.34,8.08,5.45,4.44,4.73,5.98,3.64,1.72,4.04,1.68,2.25,4.62,4.43
OPM %,25.35,25.58,18.98,14.37,15.48,16.41,10.26,5.92,9.34,5.26,6.12,13.23,14.97
Other Income,0.11,0.23,0.19,0.18,0.22,0.08,0.1,0.03,0.02,0.01,0.05,0.01,0.0
Interest,0.22,0.21,0.23,0.23,0.3,0.34,0.12,0.12,0.22,0.24,0.25,0.33,0.39
Depreciation,1.12,0.82,0.9,1.05,1.05,1.05,1.11,1.11,1.06,1.16,1.24,1.24,1.38
Profit before tax,8.11,7.28,4.51,3.34,3.6,4.67,2.51,0.52,2.78,0.29,0.81,3.06,2.66
Tax %,27.87,29.95,29.49,24.25,22.22,23.34,31.08,40.38,-3.24,34.48,14.81,25.49,22.56
Net Profit,5.84,5.11,3.17,2.53,2.8,3.58,1.73,0.3,2.87,0.19,0.69,2.29,2.07
EPS in Rs,5.12,4.48,2.77,2.21,2.45,3.13,1.51,0.26,2.51,0.17,0.6,2.0,1.81
