,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,58.99,60.62,65.78,71.42,54.99,55.77,67.77,57.17,50.2,66.88,66.32,58.23,47.47
Expenses,41.81,49.55,55.19,59.24,44.57,48.24,66.79,52.38,51.28,69.2,68.08,57.53,49.89
Operating Profit,17.18,11.07,10.59,12.18,10.42,7.53,0.98,4.79,-1.08,-2.32,-1.76,0.7,-2.42
OPM %,29.12,18.26,16.1,17.05,18.95,13.5,1.45,8.38,-2.15,-3.47,-2.65,1.2,-5.1
Other Income,0.74,0.76,-5.26,0.93,0.64,1.16,1.01,0.7,0.6,0.45,0.36,0.37,0.26
Interest,1.5,1.27,1.08,0.79,0.8,0.87,0.88,0.74,0.79,0.8,1.0,1.41,1.52
Depreciation,2.83,2.56,2.24,2.25,2.29,2.29,2.43,2.31,2.36,2.38,2.44,2.93,3.03
Profit before tax,13.59,8.0,2.01,10.07,7.97,5.53,-1.32,2.44,-3.63,-5.05,-4.84,-3.27,-6.71
Tax %,27.74,31.25,126.37,23.93,35.51,28.75,17.42,25.82,28.93,3.96,61.78,-31.5,12.67
Net Profit,9.82,5.51,-0.53,7.66,5.13,3.94,-1.08,1.81,-2.57,-4.86,-1.84,-4.3,-5.86
EPS in Rs,12.25,6.87,-0.66,9.56,6.4,4.91,-1.35,2.26,-3.21,-6.06,-2.3,-5.36,-7.31
