,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8,8.0
Reserves,48,23,5,23,43,41,49,48,47,66,80,71,61.0
Preference Capital,10,9,9,9,9,9,8,5,2,0,0,0,
Borrowings,78,77,80,73,77,58,54,56,53,30,30,65,63.0
Other Liabilities,49,64,59,46,47,69,59,45,34,47,44,43,50.0
Total Liabilities,183,171,153,150,175,176,171,157,143,150,163,188,183.0
Fixed Assets,141,130,116,107,102,121,114,107,100,92,86,80,119.0
CWIP,2,2,0,0,21,0,0,0,0,0,9,41,0.0
Investments,0,0,0,0,0,0,1,1,2,2,3,3,3.0
Other Assets,40,40,37,43,53,55,55,48,41,56,64,63,60.0
Total Assets,183,171,153,150,175,176,171,157,143,150,163,188,183.0
