,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92
DIIs,1.66,0.12,0.12,0.12,0.12,0.04,0.04,0.04,0.04
Public,23.43,24.96,24.95,24.95,24.95,25.04,25.04,25.04,25.03
No. of Shareholders,14689.0,14518.0,14357.0,14118.0,13829.0,13605.0,13322.0,13031.0,12881.0
