,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7980.0,8593.0,9196.0,8116.0,9682.0,9468.0,8504.0,8595.0,11590.0,10558.0,10182.0,9900.0,10567.0
Expenses,7288.0,7927.0,8958.0,8001.0,9579.0,8875.0,9234.0,8436.0,11556.0,9668.0,10073.0,9557.0,10813.0
Operating Profit,691.0,666.0,238.0,115.0,103.0,593.0,-729.0,158.0,33.0,891.0,109.0,343.0,-246.0
OPM %,9.0,8.0,3.0,1.0,1.0,6.0,-9.0,2.0,0.0,8.0,1.0,3.0,-2.0
Other Income,15.0,-1.0,87.0,2.0,33.0,1.0,59.0,3.0,4.0,17.0,41.0,-25.0,4.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,706.0,665.0,324.0,117.0,136.0,595.0,-670.0,161.0,38.0,908.0,150.0,318.0,-242.0
Tax %,21.0,21.0,26.0,14.0,2.0,17.0,18.0,19.0,-12.0,18.0,4.0,16.0,19.0
Net Profit,567.0,526.0,231.0,102.0,146.0,504.0,-554.0,137.0,53.0,736.0,124.0,261.0,-175.0
EPS in Rs,3.43,3.19,1.41,0.6,0.88,3.05,-3.35,0.81,0.31,4.47,0.77,1.58,-1.07
