,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,211,115,-83,1329,1559
Cash from Investing Activity,-171,-322,-532,-739,-693
Cash from Financing Activity,-92,1304,172,111,-221
Net Cash Flow,-52,1097,-444,702,645
