,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,64.64,38.53,12.66
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,0.0,64.64,38.53,12.66
Working Capital Days,59.42,133.07,32.44,262.67
ROCE %,,-11.94,8.91,5.52
