,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.24,1.42,0.35,-2.08
Cash from Investing Activity,-0.25,-1.56,-0.97,0.21
Cash from Financing Activity,-0.07,-0.04,0.62,1.87
Net Cash Flow,-0.56,-0.18,0.0,0.01
