,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.07,5.07,5.07,7.92,7.92
Reserves,-2.28,-2.8,-2.6,-2.06,-3.48
Borrowings,0.84,0.8,1.42,0.04,0.0
Other Liabilities,0.0,0.04,0.23,0.09,0.09
Total Liabilities,3.63,3.11,4.12,5.99,4.53
Fixed Assets,0.33,0.5,0.4,0.3,0.26
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.84,1.6800000000000002,3.04,3.03,1.66
Other Assets,2.46,0.93,0.68,2.66,2.61
Total Assets,3.63,3.11,4.12,5.99,4.53
