,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,173,117,183,173,180
Expenses,203,133,182,172,176
Operating Profit,-30,-16,1,1,4
OPM %,-17,-14,0,1,2
Other Income,5,4,0,0,13
Interest,7,2,4,3,1
Depreciation,3,3,3,4,3
Profit before tax,-35,-18,-5,-6,13
Tax %,0,1,4,8,-0
Net Profit,-35,-18,-5,-5,13
EPS in Rs,,,,,
