,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,2,2,2,4,4.0
Reserves,-64,-67,-63,-68,47,55.0
Preference Capital,0,0,0,0,0,
Borrowings,66,108,112,112,1,1.0
Other Liabilities,45,9,15,32,38,33.0
Total Liabilities,47,53,66,78,90,93.0
Fixed Assets,29,28,31,36,48,46.0
CWIP,0,0,0,0,0,0.0
Investments,0,0,0,0,0,0.0
Other Assets,18,25,34,42,42,47.0
Total Assets,47,53,66,78,90,93.0
