,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,37.0,128,176,106,83,149,230,166
Inventory Days,0.0,,,,,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,37.0,128,176,106,83,149,230,166
Working Capital Days,-77.0,-4,91,229,-3,74,157,208
ROCE %,,95,36,25,13,16,12,19
