,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,49,41,43,54,93,107,116,129,141,163,122,140
Cash from Investing Activity,-187,-40,-25,-15,-10,-60,-60,-124,-43,-27,2,-286
Cash from Financing Activity,128,-3,-20,-36,-63,-65,-2,-43,-39,-26,-48,-26
Net Cash Flow,-10,-2,-1,2,21,-18,54,-38,60,109,75,-171
