,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.03,0.01,0.02,0.02,0.97,3.66,6.24,9.14,10.18,10.7,12.45,12.15,12.43
Expenses,0.03,0.01,0.02,0.01,0.87,2.81,1.11,2.4,3.09,3.65,5.12,5.16,5.43
Operating Profit,-0.0,-0.00,-0.00,0.01,0.1,0.85,5.13,6.74,7.09,7.05,7.33,6.99,7.00
OPM %,-0.0,-0.00,-0.00,50.0,10.31,23.22,82.21,73.74,69.65,65.89,58.88,57.53,56.32
Other Income,0.02,-0.00,-0.00,-0.0,-0.0,-0.0,-0.0,-0.89,-0.01,-0.01,-0.0,-0.0,-0.01
Interest,-0.0,-0.00,-0.00,-0.0,0.04,0.09,0.18,0.53,0.67,0.45,0.68,0.2,0.07
Depreciation,-0.0,-0.00,-0.00,-0.0,-0.0,0.05,0.05,0.19,0.25,0.21,0.18,0.18,0.16
Profit before tax,0.02,-0.00,-0.00,0.01,0.06,0.71,4.9,5.13,6.16,6.38,6.47,6.61,6.76
Tax %,-0.0,,,-0.0,33.33,32.39,9.39,32.75,25.32,25.08,24.57,25.11,
Net Profit,0.02,-0.00,-0.00,-0.0,0.04,0.49,4.44,3.45,4.6,4.79,4.87,4.96,5.06
EPS in Rs,0.22,-0.00,-0.00,-0.0,0.05,0.59,5.16,4.01,3.93,4.09,4.16,4.23,4.32
