,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07
FIIs,4.33,4.19,4.17,4.13,4.23,4.13,4.13,4.13,4.02
DIIs,4.85,4.86,4.86,4.86,4.86,0.0,0.0,0.0,0.0
Public,48.75,48.89,48.9,48.95,48.84,53.81,53.81,53.8,53.92
No. of Shareholders,42459.0,41450.0,39387.0,37391.0,36115.0,34721.0,32721.0,31221.0,29961.0
