,2022-03-01,2023-03-01,2023-09-01
Promoters,42.07,42.07,42.07
FIIs,4.17,4.13,4.02
DIIs,4.86,0.0,0.0
Public,48.9,53.81,53.92
No. of Shareholders,39387.0,32721.0,29961.0
