,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.4,51.08,48.03,48.03,48.03,48.03,48.03,48.03
DIIs,4.29,4.03,4.03,4.05,4.05,3.43,3.43,3.43
Government,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public,30.52,44.89,47.94,47.92,47.92,48.54,48.54,48.54
No. of Shareholders,431.0,550.0,4656.0,4323.0,3837.0,3659.0,3375.0,3385.0
