,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,3,3,5,7,8,10,10,10,10
Reserves,0,0,1,3,14,15,18,29,46,58
Borrowings,6,7,12,16,13,16,30,39,53,22
Other Liabilities,1,4,4,7,4,8,13,19,24,18
Total Liabilities,8,15,20,31,38,47,73,98,133,108
Fixed Assets,2,3,5,4,9,9,8,7,9,8
CWIP,0,0,0,3,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0
Other Assets,7,12,15,24,29,38,64,91,124,100
Total Assets,8,15,20,31,38,47,73,98,133,108
