,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,17.0,15,12,19,15,25,16,31,14
Inventory Days,55.0,50,30,71,143,121,169,281,497
Days Payable,3.0,12,8,13,5,6,7,30,51
Cash Conversion Cycle,70.0,52,34,76,152,140,179,282,460
Working Capital Days,67.0,41,34,67,118,106,100,139,163
ROCE %,,10,15,14,13,13,15,19,22
