,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,74.04,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15
DIIs,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Public,25.94,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.83,25.83,25.82
No. of Shareholders,7920.0,8122.0,11174.0,10784.0,11135.0,11154.0,11244.0,11250.0,11100.0,10834.0,10634.0,10494.0
