,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,23.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,17.5,0.60,0.48,1.85,0.10,0.42,0.16,0.19,0.13,0.19,0.10,0.13,0.14
Operating Profit,6.45,-0.60,-0.48,-1.85,-0.10,-0.42,-0.16,-0.19,-0.13,-0.19,-0.10,-0.13,-0.14
OPM %,26.93,,,,,,,,,,,,
Other Income,0.64,0.04,53.47,2.42,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.0
Interest,1.33,3.57,12.25,0.02,0.06,0.08,0.14,0.20,0.30,0.39,0.44,0.48,0.48
Depreciation,0.47,0.00,0.00,0.66,0.07,0.00,0.00,0.00,0.04,0.07,0.05,0.04,0.04
Profit before tax,5.29,-4.13,40.74,-0.11,-0.23,-0.49,-0.29,-0.39,-0.47,-0.65,-0.59,-0.65,-0.66
Tax %,0.0,13.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,5.29,-3.56,40.74,-0.11,-0.23,-0.49,-0.29,-0.39,-0.47,-0.64,-0.59,-0.65,-0.66
EPS in Rs,29.39,-19.78,226.33,-0.61,-1.28,-2.72,-1.61,-2.17,-2.61,-3.56,-3.28,-3.61,-3.67
