,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.28,2.59,2.74,2.26,3.37,3.62,3.44,2.92,2.99,2.74,2.75,2.89,2.47
Expenses,2.0,2.25,2.34,2.15,3.01,3.31,3.26,2.73,2.84,2.58,2.69,2.65,2.39
Operating Profit,0.28,0.34,0.4,0.11,0.36,0.31,0.18,0.19,0.15,0.16,0.06,0.24,0.08
OPM %,12.28,13.13,14.6,4.87,10.68,8.56,5.23,6.51,5.02,5.84,2.18,8.3,3.24
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.03,0.02,0.54,0.0,0.01
Interest,0.06,0.08,0.21,0.05,0.11,0.1,0.32,0.09,0.08,0.1,0.06,0.09,0.17
Depreciation,0.01,0.01,0.0,0.01,0.01,0.02,0.23,0.13,0.12,0.11,0.11,0.11,0.11
Profit before tax,0.21,0.25,0.19,0.05,0.24,0.19,0.07,-0.03,-0.02,-0.03,0.43,0.04,-0.19
Tax %,0.0,0.0,15.79,0.0,0.0,0.0,471.43,0.0,150.0,0.0,-46.51,175.0,-5.26
Net Profit,0.21,0.26,0.16,0.06,0.24,0.19,-0.25,-0.03,0.0,-0.03,0.63,-0.03,-0.2
EPS in Rs,0.36,0.45,0.28,0.1,0.41,0.33,-0.43,-0.05,0.0,-0.05,1.08,-0.05,-0.34
