,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,43.62,47.18,14.53,32.08
Inventory Days,135.19,108.9,116.19,258.38
Days Payable,175.74,101.84,61.89,79.38
Cash Conversion Cycle,3.06,54.24,68.84,211.08
Working Capital Days,13.77,42.51,81.15,264.17
ROCE %,,20.27,18.7,10.01
