,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.2,0.2,2.22,7.34,7.34
Reserves,-0.03,0.2,0.59,3.48,3.6
Borrowings,3.78,3.94,2.69,2.66,3.88
Other Liabilities,1.37,1.61,1.49,1.8,2.08
Total Liabilities,5.32,5.95,6.99,15.28,16.9
Fixed Assets,3.05,2.79,2.83,2.85,3.15
CWIP,0.0,0.0,0.0,1.9,0.0
Investments,0.0,0.0,0.0,0.0,3.21
Other Assets,2.27,3.16,4.16,10.53,10.54
Total Assets,5.32,5.95,6.99,15.28,16.9
