,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.68,5.73,5.49,7.74,7.22,7.37,7.73,6.69,7.61,5.86,7.3,5.18,5.26
Expenses,6.39,5.45,5.34,7.33,6.79,6.93,7.25,6.42,7.36,5.63,7.13,5.03,5.09
Operating Profit,0.29,0.28,0.15,0.41,0.43,0.44,0.48,0.27,0.25,0.23,0.17,0.15,0.17
OPM %,4.34,4.89,2.73,5.3,5.96,5.97,6.21,4.04,3.29,3.92,2.33,2.9,3.23
Other Income,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.04,0.04,0.03,0.03
Interest,0.11,0.1,0.09,0.13,0.1,0.1,0.09,0.1,0.09,0.12,0.13,0.15,0.14
Depreciation,0.17,0.14,0.14,0.12,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.14,0.14
Profit before tax,0.04,0.06,-0.05,0.18,0.23,0.24,0.27,0.06,0.04,0.02,-0.04,-0.11,-0.08
Tax %,25.0,-16.67,-20.0,5.56,0.0,0.0,7.41,33.33,25.0,50.0,75.0,0.0,0.0
Net Profit,0.04,0.07,-0.06,0.17,0.23,0.24,0.25,0.04,0.03,0.01,-0.01,-0.11,-0.07
EPS in Rs,0.08,0.15,-0.12,0.35,0.48,0.5,0.52,0.08,0.06,0.02,-0.02,-0.23,-0.15
