,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,12,9,32,22,-2,27,22
Cash from Investing Activity,-23,-22,-43,-98,-4,-3,-8
Cash from Financing Activity,12,16,9,77,5,-24,-14
Net Cash Flow,1,3,-2,1,-1,0,1
