,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,54.62,54.72,54.72,54.72,55.09,55.34,55.37,58.3,58.82,59.14,59.79,59.87
DIIs,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Public,45.25,45.15,45.15,45.15,44.78,44.53,44.5,41.58,41.06,40.72,40.09,40.0
No. of Shareholders,3912.0,3931.0,4185.0,4155.0,4002.0,3906.0,4019.0,3984.0,3906.0,3838.0,3812.0,3814.0
