,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,16,23,94,63
Inventory Days,,,641,649,
Days Payable,,,436,557,
Cash Conversion Cycle,0.0,16,227,186,63
Working Capital Days,-32.0,202,115,97,156
ROCE %,,8,7,10,13
