,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-9,0,10,-20
Cash from Investing Activity,,-8,-2,3,3
Cash from Financing Activity,,15,6,-10,13
Net Cash Flow,,-2,4,3,-5
