,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,10,20,20,25,25
Reserves,1,2,3,6,25,28
Borrowings,9,52,50,45,43,45
Other Liabilities,56,25,32,42,75,64
Total Liabilities,71,89,105,114,168,161
Fixed Assets,28,46,44,39,35,36
CWIP,11,0,1,1,1,1
Investments,0,0,0,0,0,0
Other Assets,32,43,60,73,133,125
Total Assets,71,89,105,114,168,161
