,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.76,60.76,60.85,61.31,65.02,65.78,69.4,69.0,69.0
FIIs,15.69,14.31,7.29,5.06,4.45,1.7,3.13,3.39,3.34
DIIs,12.6,11.98,16.41,17.35,20.33,17.02,11.14,11.48,11.21
Public,10.95,12.95,15.45,16.28,10.2,15.5,16.33,16.13,16.45
No. of Shareholders,31310.0,34767.0,37366.0,44204.0,44775.0,54084.0,49706.0,43623.0,42141.0
