,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,854.0,494.0,464.0,662.0,882.0,549.0,323.0,1004.0,878.0,552.0,504.0,675.0,878.0
Expenses,172.0,168.0,222.0,154.0,271.0,171.0,181.0,176.0,166.0,171.0,326.0,192.0,172.0
Operating Profit,682.0,326.0,241.0,508.0,611.0,379.0,143.0,828.0,713.0,381.0,178.0,483.0,706.0
OPM %,80.0,66.0,52.0,77.0,69.0,69.0,44.0,82.0,81.0,69.0,35.0,72.0,80.0
Other Income,37.0,-19.0,751.0,59.0,44.0,63.0,75.0,108.0,86.0,177.0,68.0,71.0,89.0
Interest,-33.0,-15.0,30.0,26.0,15.0,38.0,82.0,144.0,117.0,105.0,49.0,90.0,124.0
Depreciation,97.0,105.0,97.0,96.0,102.0,102.0,103.0,100.0,105.0,105.0,86.0,101.0,102.0
Profit before tax,656.0,217.0,866.0,445.0,538.0,301.0,32.0,691.0,577.0,347.0,112.0,363.0,569.0
Tax %,20.0,9.0,28.0,23.0,25.0,22.0,77.0,12.0,23.0,17.0,85.0,25.0,23.0
Net Profit,524.0,198.0,620.0,342.0,405.0,235.0,7.0,609.0,445.0,287.0,17.0,272.0,440.0
EPS in Rs,1.33,0.5,1.58,0.87,1.03,0.6,0.02,1.55,1.13,0.73,0.04,0.69,1.12
