,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,225.0,223.0,265.0,265.0,260.0,274.0,242.0,246.0,259.0,225.0,184.0,161.0,177.0
Expenses,232.0,214.0,238.0,267.0,252.0,264.0,246.0,230.0,264.0,256.0,204.0,184.0,191.0
Operating Profit,-7.0,10.0,28.0,-2.0,9.0,11.0,-4.0,16.0,-4.0,-31.0,-20.0,-23.0,-14.0
OPM %,-3.0,4.0,10.0,-1.0,3.0,4.0,-2.0,7.0,-2.0,-14.0,-11.0,-14.0,-8.0
Other Income,3.0,63.0,1.0,3.0,5.0,2.0,8.0,4.0,3.0,4.0,2.0,1.0,1.0
Interest,16.0,20.0,20.0,18.0,17.0,15.0,18.0,18.0,17.0,18.0,17.0,18.0,21.0
Depreciation,19.0,18.0,17.0,18.0,18.0,18.0,16.0,18.0,17.0,17.0,16.0,15.0,15.0
Profit before tax,-38.0,35.0,-8.0,-35.0,-21.0,-20.0,-30.0,-15.0,-36.0,-62.0,-52.0,-54.0,-49.0
Tax %,73.0,37.0,83.0,31.0,7.0,29.0,2.0,22.0,1.0,6.0,61.0,29.0,44.0
Net Profit,-10.0,22.0,-1.0,-24.0,-20.0,-14.0,-29.0,-12.0,-36.0,-58.0,-20.0,-38.0,-28.0
EPS in Rs,-3.99,8.85,-0.43,-9.58,-7.85,-5.72,-11.74,-4.56,-14.42,-20.32,-8.14,-14.23,-10.24
