,2018-03-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.91,20.74,23.4,13.59,20.65,20.53,20.29,17.66,20.35,22.15,21.02,11.32,22.89
Expenses,7.38,19.11,16.07,11.37,16.38,18.05,19.96,16.3,15.97,19.85,19.89,8.75,18.8
Operating Profit,2.53,1.63,7.33,2.22,4.27,2.48,0.33,1.36,4.38,2.3,1.13,2.57,4.09
OPM %,25.53,7.86,31.32,16.34,20.68,12.08,1.63,7.7,21.52,10.38,5.38,22.7,17.87
Other Income,0.9,0.01,0.31,0.0,0.12,0.44,-0.06,0.1,0.03,0.26,0.74,0.19,0.15
Interest,0.72,0.36,0.32,0.29,0.26,0.27,0.23,0.34,0.39,0.42,0.6,0.57,0.88
Depreciation,0.06,0.26,0.23,0.2,0.2,0.21,0.24,0.43,0.59,0.65,1.2,1.17,1.25
Profit before tax,2.65,1.02,7.09,1.73,3.93,2.44,-0.2,0.69,3.43,1.49,0.07,1.02,2.11
Tax %,43.77,328.43,0.99,24.28,5.6,56.15,-70.0,34.78,27.99,-22.15,-42.86,13.73,10.43
Net Profit,1.48,-2.33,7.03,1.31,3.71,1.07,-0.33,0.45,2.46,1.83,0.09,0.89,1.89
EPS in Rs,1.48,-1.63,4.92,0.92,2.6,0.75,-0.23,0.31,1.72,1.21,0.06,0.59,1.25
