,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.95,70.19,70.16,67.35,64.07,61.37
FIIs,0.06,0.06,0.06,0.06,0.05,0.05
Public,29.99,29.76,29.78,32.6,35.89,38.59
No. of Shareholders,746.0,677.0,662.0,2044.0,3189.0,4411.0
