,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,,,,,2.26,5.28,-10.64,-0.08,2.69,3.65,1.77
Cash from Investing Activity,0,,,,,-3.1,-1.47,-1.65,1.51,0.23,-6.04,-6.43
Cash from Financing Activity,0,,,,,0.84,-0.34,12.53,-2.54,-0.92,0.6900000000000001,7.5
Net Cash Flow,0,,,,,0.01,3.47,0.24,-1.12,2.0,-1.7000000000000002,2.84
