,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.48,15.34,27.18,14.99,7.44,6.76,4.49,12.01,17.56,31.07,48.14,43.86,29.12
Expenses,5.47,10.72,22.59,13.73,8.04,9.83,9.41,15.93,17.16,22.64,29.54,29.49,20.12
Operating Profit,-1.99,4.62,4.59,1.26,-0.6,-3.07,-4.92,-3.92,0.4,8.43,18.6,14.37,9.0
OPM %,-57.18,30.12,16.89,8.41,-8.06,-45.41,-109.58,-32.64,2.28,27.13,38.64,32.76,30.91
Other Income,0.57,0.55,1.18,0.6,0.4,0.07,0.61,0.44,0.6,0.06,1.25,0.71,0.57
Interest,0.2,0.19,0.18,0.18,0.17,0.15,0.16,0.29,0.26,0.22,0.38,0.09,0.09
Depreciation,1.03,1.22,1.31,0.97,1.18,1.19,1.36,1.18,1.55,2.14,1.8,1.71,1.97
Profit before tax,-2.65,3.76,4.28,0.71,-1.55,-4.34,-5.83,-4.95,-0.81,6.13,17.67,13.28,7.51
Tax %,32.08,1.06,-19.16,-28.17,-12.26,5.07,25.73,8.28,144.44,40.78,27.5,29.82,32.62
Net Profit,-1.8,3.72,5.1,0.91,-1.73,-4.12,-4.32,-4.54,0.36,3.63,12.81,9.32,5.06
EPS in Rs,-1.26,2.58,3.36,0.55,-1.22,-2.9,-3.05,-3.22,0.27,2.43,8.46,6.19,3.38
