,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,43.11,68.64,86.87,59.0,89.81,84.52,97.79,93.4,91.17,86.84,101.03,95.1,100.75
Expenses,41.29,60.43,75.24,54.94,78.04,75.54,88.65,84.47,81.83,79.92,93.78,86.56,92.28
Operating Profit,1.82,8.21,11.63,4.06,11.77,8.98,9.14,8.93,9.34,6.92,7.25,8.54,8.47
OPM %,4.22,11.96,13.39,6.88,13.11,10.62,9.35,9.56,10.24,7.97,7.18,8.98,8.41
Other Income,2.19,1.12,6.87,0.68,0.83,0.99,1.67,0.66,0.64,3.59,1.08,0.74,1.88
Interest,2.45,2.71,2.61,1.94,2.14,2.05,2.24,1.87,2.26,2.71,2.96,2.67,1.94
Depreciation,2.14,2.31,2.27,2.41,2.61,2.81,2.63,2.91,3.12,3.32,3.24,3.5,3.61
Profit before tax,-0.58,4.31,13.62,0.39,7.85,5.11,5.94,4.81,4.6,4.48,2.13,3.11,4.8
Tax %,96.55,29.23,22.98,82.05,27.26,36.59,30.3,31.6,40.22,35.04,71.83,48.87,24.17
Net Profit,-0.13,3.1,10.91,0.07,5.77,3.36,4.57,3.29,2.76,2.91,0.69,1.32,3.97
EPS in Rs,-0.1,2.59,9.12,0.06,4.79,2.79,3.78,2.68,2.29,2.42,0.58,1.02,3.06
