,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,17,15,8,7,2,9,12,20,-3,17,2,31
Cash from Investing Activity,-21,-4,-2,-5,-16,-12,-9,-50,-1,19,-1,-28
Cash from Financing Activity,4,-13,-7,-3,14,3,-3,30,4,-32,-3,-4
Net Cash Flow,0,-1,-1,0,0,0,0,0,0,5,-2,-1
