,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,3,3,3,12,12,12,12,12,13
Reserves,55,54,54,54,51,46,52,162,162,166,179,187,255
Borrowings,46,39,36,38,58,68,73,111,129,106,112,119,73
Other Liabilities,49,43,54,59,75,78,90,122,113,164,177,119,121
Total Liabilities,152,139,148,154,188,194,218,407,415,448,480,438,462
Fixed Assets,57,58,56,55,74,78,85,96,106,122,142,190,190
CWIP,1,0,0,0,4,2,1,9,23,13,16,12,16
Investments,6,6,5,4,4,4,4,4,4,4,5,8,8
Other Assets,89,74,87,95,106,110,129,298,281,309,316,229,248
Total Assets,152,139,148,154,188,194,218,407,415,448,480,438,462
