,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,21.73,21.73,21.73,21.73,21.73,21.73,21.73,21.73
DIIs,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
Public,77.89,77.89,77.89,77.89,77.89,77.89,77.9,77.89
No. of Shareholders,6059.0,6150.0,6113.0,6180.0,6845.0,42491.0,42668.0,41192.0
