,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.85,73.33,73.23,73.23,72.56,72.56,72.56
FIIs,11.53,11.5,11.55,11.54,10.94,10.76,10.61
DIIs,0.68,0.79,1.22,1.48,1.87,2.73,3.45
Government,0.86,0.86,0.86,0.86,0.86,0.86,0.86
Public,13.08,13.52,13.15,12.9,13.79,13.1,12.53
No. of Shareholders,13345.0,13727.0,14761.0,14369.0,14118.0,14836.0,15838.0
