,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,156.0,141,107,110,63,110,147,22
Inventory Days,,,34.0,21,37,33,90,109,638,91
Days Payable,,,164.0,153,137,143,159,256,549,99
Cash Conversion Cycle,,,26.0,10,7,1,-7,-37,235,14
Working Capital Days,,,37.0,34,31,15,1,-35,-357,-84
ROCE %,,0,,24,-12,-5,-4,-58,0,2
