,2022-03-01,2023-03-01,2023-09-01
Promoters,73.85,72.56,72.56
FIIs,11.53,10.94,10.61
DIIs,0.68,1.87,3.45
Government,0.86,0.86,0.86
Public,13.08,13.79,12.53
No. of Shareholders,13345.0,14118.0,15838.0
