,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
FIIs,27.08,25.16,28.52,26.84,24.0,23.54,22.24,20.69
DIIs,14.37,15.95,12.05,13.56,16.35,16.9,19.15,21.46
Government,0.0,0.08,0.09,0.15,0.15,0.12,0.12,0.12
Public,3.75,4.01,4.54,4.65,4.7,4.65,3.7,2.93
No. of Shareholders,50214.0,51064.0,61255.0,78027.0,107227.0,135854.0,145106.0,128133.0
