,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01
Sales,133.0,131.0,187.0,206.0,152.0,197.0,219.0,237.0,196.0,173.0,153.0,117.0,113.0
Expenses,117.0,124.0,167.0,182.0,144.0,190.0,217.0,224.0,189.0,185.0,167.0,142.0,140.0
Operating Profit,16.0,8.0,20.0,24.0,8.0,7.0,2.0,13.0,6.0,-12.0,-14.0,-25.0,-26.0
OPM %,12.0,6.0,11.0,12.0,5.0,3.0,1.0,5.0,3.0,-7.0,-9.0,-21.0,-23.0
Other Income,2.0,1.0,4.0,1.0,1.0,3.0,9.0,32.0,3.0,1.0,8.0,1.0,1.0
Interest,10.0,11.0,11.0,15.0,13.0,13.0,13.0,13.0,10.0,10.0,10.0,13.0,13.0
Depreciation,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
Profit before tax,4.0,-6.0,10.0,6.0,-7.0,-6.0,-5.0,28.0,-3.0,-25.0,-19.0,-39.0,-40.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,4.0,-6.0,10.0,6.0,-7.0,-6.0,-5.0,28.0,-3.0,-25.0,-19.0,-39.0,-40.0
EPS in Rs,0.05,-0.07,0.13,0.07,-0.08,-0.07,-0.06,0.32,-0.03,-0.29,-0.21,-0.45,-0.46
