,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,38.18,39.56,39.56,28.22,28.22,28.22,27.25,27.25,27.25
FIIs,9.27,0.0,0.0,20.63,6.47,6.47,6.31,6.3,6.26
DIIs,7.88,14.16,13.94,17.94,40.98,28.69,11.56,2.98,2.98
Government,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public,44.62,46.28,46.5,33.21,24.33,36.62,54.89,63.47,63.51
No. of Shareholders,97758.0,96371.0,94486.0,91993.0,90364.0,93574.0,152366.0,155396.0,154012.0
