,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,316,442,442
Reserves,0,799,888,875
Borrowings,96,283,373,283
Other Liabilities,1693,1164,1195,1263
Total Liabilities,1789,2562,2898,2862
Fixed Assets,170,432,579,595
CWIP,0,32,27,9
Investments,0,0,0,0
Other Assets,1620,2097,2292,2259
Total Assets,1789,2562,2898,2862
