,2022-03-01,2023-03-01,2023-09-01
Promoters,61.73,61.73,61.75
FIIs,14.89,9.92,11.08
DIIs,13.42,18.94,17.56
Government,0.0,0.09,0.21
Public,9.96,9.32,9.41
No. of Shareholders,678238.0,685401.0,721760.0
