,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,6640,6045,5581,5158,4708
Reserves,-95,-765,-1853,-1983,-2035
Preference Capital,4045,4045,4006,6,7
Borrowings,6338,6427,6462,6466,6468
Other Liabilities,4522,5308,6177,6144,5777
Total Liabilities,17405,17014,16367,15784,14919
Fixed Assets,16881,16082,15297,14456,13583
CWIP,9,13,27,72,37
Investments,2,303,441,595,20
Other Assets,513,616,601,661,1279
Total Assets,17405,17014,16367,15784,14919
