,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,2.70,2.25,2.70,224.47,2.44,3.88,245.19,312.13,127.88,147.55,256.45,229.90
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,2.70,2.25,2.70,224.47,2.44,3.88,245.19,312.13,127.88,147.55,256.45,229.90
Working Capital Days,2.67,2.17,2.45,175.51,1.24,1.85,45.14,289.20,165.85,172.40,319.67,264.98
ROCE %,0.08,0.55,0.67,1.19,0.76,1.25,1.86,0.58,0.39,-0.79,0.67,1.54
